path,purpose,source_or_generated,active_or_legacy,entrypoint_or_library,imports_or_callers,tests,artifact_inputs,artifact_outputs,replacement,classification,recommended_action,size_bytes,sha256
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4186,de7de0b462462d7d0818fb6fb32e5ed2bbeda2c7985d0b585644bee653caac2c
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,32627,bf141061fbdea223de248725cb4b89ccd21bc244e251664898ba8193e41e389b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,481,82a26aef177c566833a59416cf590b89154cee4e7635631fca2b62916f95b9ad
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/torch.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,478,54cf3faecf32686825fee2b26fafe2d283a3c4c99f25ade2388db3a1e126d09e
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/native_pareto_excluded.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,9170,7b150af1f09d35229a27e936ae7ac2ca0d0fa029f85db231188668325f83e129
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/native_pareto_exploratory.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/native_pareto_summary.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/pareto_checks.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,285,9475470c02c3c0058044e748ac19a63a0a290ab8396ab7fe23db8a30f47a471c
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/pareto_repetitions_diffreach.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4116,6341e829bf7190232fcb5d7a6bcbe22c30a7ac9fcd2ed230905d20a49ffd6852
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/pareto_repetitions_flowstar.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4080,f69ff66b7021120744b4199207cfd2fe9cadfb4e1238080efe8e2d456d011952
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/pareto_repetitions_torch.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4102,222ca64dd99e9e9ee086c35f5380a92ca9dafdf143a01fee14934184f7d41b35
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/runtime_summary.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,8477,79bf39c4a922205ff48bdb9390f880c2d0702417be2e2583a19dd420ed2ecd2d
audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/COMPLETE_TEST.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,949,ff8e29f991d7a7770f521223c8301d98ee4ad638df36313a4bc1c3bbe4d9af2e
audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/CONFIG_MANIFEST.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,14444,dc5deb3cbc2fce4e48837a7f5eaf119eeadc88b36f3ff5bd3b28f5f8710c392f
audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/INDEPENDENT_AUDIT.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,10429,5b6473f933c78bad839c88a7276f5a397c30af76c651ad1d51941d6f49afe3c3
audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/RUN_MANIFEST.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3679,0d378415ee2d158825d09d4547b3487ba67c835fe07b593bbc8321208a61dab3
audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/final_acceptance.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,10429,5b6473f933c78bad839c88a7276f5a397c30af76c651ad1d51941d6f49afe3c3
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/COMPLETE_TEST.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,949,ff24839f8783c71d1743c2565dc0ae6e6487412efb205e6843ad32024a83f751
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/CONFIG_MANIFEST.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,14444,dc5deb3cbc2fce4e48837a7f5eaf119eeadc88b36f3ff5bd3b28f5f8710c392f
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/INDEPENDENT_AUDIT.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,10313,49a42c61738fd99a585eddcf9c3308b67f8e6d7b9ffec5e020634b0f2ea53a75
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/PRIMARY_PARETO.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,16284,90e874690190edcf0203f0be0d308efe79082356730562c7bb4b66a239702994
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/RUN_MANIFEST.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3679,dd9ff56f2297bd9336cb53d28169e9e06e80b858837ca94308844b7d6dbcfd04
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/SUMMARY.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,15781,6e312702a346218f0a9d072b96c5f73d052c22409879bd3073e05713b9775602
audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/final_acceptance.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,10313,49a42c61738fd99a585eddcf9c3308b67f8e6d7b9ffec5e020634b0f2ea53a75
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/MAIN_MERGE_PLAN.md,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1795,fa758b0b2834f0907924ab5beeac53d0613c3787af744af709cd38b624c6ff40
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/archive_tags.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,2108,6c6ce352808391dcf92cd0960cff6dc77a10cbc6ab9df11a5592d9d164890a6b
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/branch_inventory_after.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,9273,bf72f9a87fce876b496db25fadba49e3550dc326c5eca7bfa4f70c2e428e28de
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/branch_inventory_before.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,8115,1abb708f04dd5228d5914d9dc96338aac5727b7651da8c126e33274a7a4db4a3
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/convergence_summary.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,458,2a54cc2acb41e2981fadf42f7daca778cc327670db84951b15c9f8b143f1dbdd
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/deleted_remote_branches.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,538,e60b0d362acb0420bcebf4150209ec072e179d58820744d0199e2e06f5c011f1
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/git_ls_remote_after.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3756,0d8648547aada21a921ac9e1c94f25ed03518df75bb21b16e5260c506533f98c
audits/repository_consolidation/20260730T083258Z/09_branch_convergence/retained_remote_branches.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1041,e7e4f99ade9f52c660366c2129c323e45f31bba5e58da7c3b694502aa6b79307
audits/repository_consolidation/20260730T083258Z/10_final_quality/FINAL_REPOSITORY_QUALITY.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,9369,fd4f5eef240a85868d40e6b17322437cfca5874694cad11a3ab37ebdf000c913
audits/repository_consolidation/20260730T083258Z/10_final_quality/failed_marker_audit.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,9395,8f342e09479d6447a44453014cf5881d3019aa8357aa0eb017391b1358690748
audits/repository_consolidation/20260730T083258Z/10_final_quality/final_quality_summary.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,864,c7fdd4572ea71b47b4b6506ac8edd46f52039e764973725c73581c2b1d0f6ea4
audits/repository_consolidation/20260730T083258Z/CHECKPOINT.md,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,2877,4604b30bb96c891cdcef9eb8ffed9f62a23cf92a01d43e8788641425684aa67e
benchmarks/canonical.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3060,d8ec2995247bac0ca9b00aa98e92b7bce0e05feba28fc54ce3c834cf67f35fb0
benchmarks/formal.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,385,277dee9215a619d2db6545804a1d8adacddf34ad46457d60e72fa381a9c20e2b
benchmarks/smoke.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,336,a42294a97a9201e335b75c72fa46478a8d12126286b1c97cb0bb16b07d0c0c65
comparisons/__init__.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,canonical_active,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
comparisons/flowstar/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1185,375d9ede49b61c7489a4fe37a69ec9981f24114199f86d16b8fec14170f3731e
comparisons/flowstar/__init__.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,canonical_active,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
comparisons/flowstar/build_flowstar_case.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,1341,cf140d2c9e6275c29a1c4c17eab2a4d74ebe1bd099b1b1d1cbc6f08371585e82
comparisons/flowstar/compare_against_torch_tm.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,35858,5b3283e118fad4f9836b9127f6947316c2721adf52100a9566d6c687685a79ad
comparisons/flowstar/configs/affine_controlled.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,446,0c934242c46a0ec2d56984354cf88c73e3b9b4bb1b70d9ecc726679f52861bb0
comparisons/flowstar/configs/harmonic_oscillator.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,391,148e6bdfcda8ba28bfa44dcbd7aaae6e9eab4ba5ebe447f78e3ebc19191560b8
comparisons/flowstar/configs/scalar_quadratic.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,351,309cdce8294733674a861348f6378554d83848535a3cb580e803dea82e68d8c4
comparisons/flowstar/configs/van_der_pol.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,411,1f2ad1cca9259eb74bc11f060ee2b41a60b5279daf90b7b6735073450aa4844f
comparisons/flowstar/export_flowstar_model.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,14163,c33afaf50df21ee13f48d736e69474a97cbffbe2d0664a074d339b631a8ea02a
comparisons/flowstar/parse_flowstar_output.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,7638,e0a6a09a2334c62026db6b6d2102cd85c3d1c2c0743ff9ecb3b221e1c2c4330d
comparisons/flowstar/run_flowstar.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,12581,a1062186ac8deb2971fb668b3ff27b5ee3475bd5ce32a6d64c74ad8da0a8e6d1
comparisons/flowstar/run_flowstar_case.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,1162,d71f292a31175ea3e5b62c293d08e01c787422b2633f116f0ed7d24de53d7021
comparisons/flowstar/summarize_comparison.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,14415,fbd93a8131cef696b0b32d9d8f1a954408c510855f09074d49c67949aafa6785
docs/ALGORITHM.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1244,3cd4630e929e4d0ab0dc0340b23f079d701224ef1abed89d2cfbede788949c8d
docs/ARCHITECTURE.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1202,8c8c15800c3c40dbdff48b425161aa6b3abb6ccefcacdb2fbbaaad2832c8e5c8
docs/ARTIFACT_POLICY.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,704,624cbf7d65bba4bdccc079bb737e16403497f29ec8697d1e516a638e65a85b60
docs/EXPERIMENT_PROTOCOL.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1743,5ba5da609aac194cab6b339df9fb862eebdfa6ece17d7cb7777d60ecd546f89e
docs/LIMITATIONS.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,983,e4c26ea4ce6cc0b3754fca3d17f8c23311226d34224b1377aefcc8e1f4645a44
docs/PROJECT_SCOPE.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,877,4d97f7218d9c5dd3289e37fa72d7a66a62298affffb20823aff1000f5b45ca59
docs/REPRODUCIBILITY.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1521,ec809bb94a24b3df247ad2d91394201ae346e45ba29c552a6447aa2e365a8fb5
docs/RESULTS.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2956,0ff4aa62d799cd4a6fb66f771a149f7c8144d6d80e774db58c9686c2090c8307
docs/STATUS.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3282,7ad4d85a54d01f4da9ed292429a724c7125299dc6eb4da12e410a097ea405ab2
docs/history/BRANCH_AUDIT.md,versioned repository path; see architecture/history registry,source,legacy,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3621,0493b912d98f753125b41953575a3541e94c491ebae04edd2b5f9f07a4ecb0e2
docs/history/CANONICAL_BASE_DECISION.md,versioned repository path; see architecture/history registry,source,legacy,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,2945,0463018b0b8091ed844235336ae5ea31a84b5829d321678ca290a503e8ae78d6
docs/history/MAIN_MERGE_PLAN.md,versioned repository path; see architecture/history registry,source,legacy,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1795,fa758b0b2834f0907924ab5beeac53d0613c3787af744af709cd38b624c6ff40
docs/history/MIGRATION_MAP.csv,versioned repository path; see architecture/history registry,source,legacy,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,7838,4c34092c89359fd45ef494186cd95834222fb061848602d69dff86561fa5593c
docs/history/RUN_REGISTRY.md,versioned repository path; see architecture/history registry,source,legacy,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1973,18e275fe62ba7d796e9dbc89c2d23b112a6c936564398e0048718903596a5022
docs/history/TARGET_ARCHITECTURE.md,versioned repository path; see architecture/history registry,source,legacy,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,504,589a49f151f8c1cc44c3e272a4c54fe3c3eaf1c2e322bac5cd4cf000476cb45b
examples/affine_controlled.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,739,6f89024ec6a94b0cf82216d8fa11f90febb4ec03588752d95b8933381afa03cd
examples/scalar_quadratic.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,612,dfd1716a901c488bb1e324514c70ce20ee0d2dc6c51c267e53e6a3b2fe7d4f0b
examples/van_der_pol_short.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,658,eac4959baf8ae513e957b4c92644e0cda98f038fa13865c3710e154bcafcfaa1
experiments/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,516,52ea1720ed78ddd8651f15dcd031e46920d4e9dee097f481186cfa0c35e607cb
experiments/_common.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,1488,96b2d9daf1166c32073dd247ddba3851face9d89bc5d714646513a43708f4210
experiments/batched_dense_tm_flowpipe_demo.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,21787,4157816b7c7c4d93b746e289a71516e7a1a720b308a3f678be0312fe328249dd
experiments/batched_tm_gpu_microbench.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,43528,ae3cca4f9a1928945d334df96a9d70858fa0a849c9ea215a8d57abb0608d3e48
experiments/consolidated_study/__init__.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,canonical_active,retain,69,f37b599b1d67ecd44e48358780680cf3f190bc3d2399fe4d963f0c1792e355cd
experiments/consolidated_study/cli.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,21148,732d8c534e15bbd3c29785bcbb7c92b6c80dc904784b2914e79a6ee1bb378129
experiments/diagnose_van_der_pol.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,8167,f80037a076b88e806fb2e5dd4e745c5a4bb80be6459cda0affeb56845622f977
experiments/first_order_followup/DIFFREACH_AFFINE_PROJECTION.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2073,4cc46bddc7b210b368af0f238f45ceeefbdfac4d660a3c4660a551513efcbc6a
experiments/first_order_followup/FLOWSTAR_EXTRACTION_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3011,c3fce48f72f3480a0571b8a1797ec0788e4cce28d3db5ba71752d3110ade9855
experiments/first_order_followup/MATCHED_BASIS.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2000,55fc3af80e062d5ec964553ff977351455e618e5349676e91a3219db8c711a18
experiments/first_order_followup/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1541,0317b166757c0a558c960f99affec7da110a9d1362a4c31685556953f344b1cd
experiments/first_order_followup/TORCH_DEPENDENCY_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2266,269ec3438a46d2b04c697139dc7536862d186f3904259bb4a19523e4d1e31f89
experiments/first_order_followup/audit_environment.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,4966,53340b991eb9adb76c423c1e3f89b9443b80315f394b7b70970ef31cfa41029d
experiments/first_order_followup/benchmark_spec.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2159,44ca37241d36501c8bbdd3def112f1e7fece2f22afc832958372a0b2d9b11546
experiments/first_order_followup/collect_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,16115,06481d62c3267e137b483bd78dcb0fe467727f542dd64b0fd54b2e5247890440
experiments/first_order_followup/diffreach_adapter.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,2918,4aa5c257117f158df819054654368d24545920f2c32e229efba1ad4dcae8b30e
experiments/first_order_followup/diffreach_projection.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,5649,0d0ed81a447ccdce5e8f2dde60baddc30f7ac6d4af52a4f8732398ab9019bef1
experiments/first_order_followup/generate_artifacts.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,16696,93cde4f3ce0259a2548c634780c14085c02ec3b450d9ae9ad17b3fe6637a3d33
experiments/first_order_followup/launch_background.sh,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,1379,478b26cecdd3ba00a897063288540b7fb50de6adb426dd45af08a56c656a97ff
