plant,step,kind,component,t_end_exact,optimized_lo,optimized_hi,flowstar_lo,flowstar_hi,optimized_over_flowstar_width,data_origin,duration
van_der_pol,274,tube,y,789751230655690195/288230376151711744,-2.0972352264866125,-1.9227743260170838,-2.0675306011978654,-1.9241028310270332,1.2163676550345448,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,275,endpoint,x,1585267068834414625/576460752303423488,0.055094258894012385,0.1963166280444578,0.08400751519693231,0.19462958494674662,1.2766202030918197,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,275,endpoint,y,1585267068834414625/576460752303423488,-2.1190420449860143,-1.9647274306718248,-2.089151917634135,-1.9660456339496217,1.2535072109694607,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,275,tube,x,1585267068834414625/576460752303423488,0.055091205091550376,0.2166324502378093,0.08400750951306082,0.2149423590215076,1.2337528606991501,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,275,tube,y,1585267068834414625/576460752303423488,-2.1190488800565963,-1.9434246726224105,-2.089154237743219,-1.9447473908617063,1.2161764571889535,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,276,endpoint,x,397757919089362215/144115188075855872,0.03388887678975439,0.17646943799244227,0.06310041667301657,0.17476793073756053,1.2768311571821698,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,276,endpoint,y,397757919089362215/144115188075855872,-2.1409191493251862,-1.985660566363794,-2.110859782893047,-1.9869692406828567,1.2531915688768531,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,276,tube,x,397757919089362215/144115188075855872,0.03388524402096935,0.1969993641978203,0.06310041051304087,0.19529423033412918,1.2339012549725117,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,276,tube,y,397757919089362215/144115188075855872,-2.140926355798998,-1.9642467391183414,-2.1108622955438223,-1.965560107260441,1.2159460140825982,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,277,endpoint,x,1596796283880483095/576460752303423488,0.012466641099425208,0.15640998963407196,0.041977266144886005,0.1546945176313392,1.277030327091913,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,277,endpoint,y,1596796283880483095/576460752303423488,-2.1628405977791534,-2.0067399231950263,-2.1326343043974596,-2.008035272727789,1.2528241390990225,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,277,tube,x,1596796283880483095/576460752303423488,0.012462400045768207,0.17715508023986692,0.04197725948782179,0.1754353738405414,1.2340402154853511,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,277,tube,y,1596796283880483095/576460752303423488,-2.1628481864418467,-1.985230396417105,-2.1326370179784204,-1.9865306210316003,1.2156742876178868,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,278,endpoint,x,801280445701758665/288230376151711744,-0.009172709696033286,0.13613680204715045,0.020637533469473394,0.13440791399572566,1.277217418725728,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,278,endpoint,y,801280445701758665/288230376151711744,-2.1847855293410055,-2.0279531668191115,-2.1544564188585196,-2.0292311410896686,1.2524017939204368,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,278,tube,x,801280445701758665/288230376151711744,-0.009177589251205882,0.1570979584867796,0.020637526294453565,0.15536419805520205,1.234169489715165,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,278,tube,y,801280445701758665/288230376151711744,-2.184793510225861,-2.0063645289778336,-2.1544593416980353,-2.0076475612937306,1.215358745440265,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,279,endpoint,x,1608325498926551565/576460752303423488,-0.031029221324189834,0.11564852308203963,-0.0009191145887103013,0.11390681899360112,1.2773921346007215,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,279,endpoint,y,1608325498926551565/576460752303423488,-2.2067316361178704,-2.0492868745330073,-2.1763056486382832,-2.050543202857854,1.2519219120447798,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,279,tube,x,1608325498926551565/576460752303423488,-0.031034770469465588,0.1368264753778834,-0.0009191223022954896,0.1350792298577543,1.2342888217483792,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,279,tube,y,1608325498926551565/576460752303423488,-2.206740018353818,-2.02763698282722,-2.1763087889469808,-2.0288985530793155,1.2149972793435087,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,280,endpoint,x,201761263306198225/72057594037927936,-0.05310270879880781,0.09494394028703257,-0.022692800487864626,0.0931900738984058,1.2775541672564918,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,280,endpoint,y,201761263306198225/72057594037927936,-2.228655115814771,-2.0707264848924694,-2.1981600991022088,-2.0719566654063546,1.2513814109282002,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,280,tube,x,201761263306198225/72057594037927936,-0.05310895946105443,0.11633923409284855,-0.022692808760211382,0.11457912531432195,1.2343979466472672,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,280,tube,y,201761263306198225/72057594037927936,-2.2286639074627748,-2.049034514381526,-2.1981634649088564,-2.0502701207367675,1.2145874047734813,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,281,endpoint,x,1619854713972620035/576460752303423488,-0.07539274208783565,0.07402199339208121,-0.04468342171387546,0.07225667398789916,1.2777032084954025,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,281,endpoint,y,1619854713972620035/576460752303423488,-2.250530713478459,-2.0922561604649963,-2.219996402876788,-2.093455545611995,1.2507782579840243,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,281,tube,x,1619854713972620035/576460752303423488,-0.07539972699040824,0.09563497654327197,-0.04468343056459349,0.09386268108723535,1.2344965982408538,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,281,tube,y,1619854713972620035/576460752303423488,-2.250539836911576,-2.0705427364558124,-2.220000001957394,-2.071747645955323,1.2141264079017318,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,282,endpoint,x,812809660747827135/288230376151711744,-0.09789865033761715,0.05288180628856338,-0.06689081319644413,0.05110595836232128,1.2778354410407577,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,282,endpoint,y,812809660747827135/288230376151711744,-2.2723383803937076,-2.113852036696565,-2.2418251154453013,-2.114987180455488,1.2495184797030259,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,282,tube,x,812809660747827135/288230376151711744,-0.09790640429606057,0.0747126162200671,-0.06689082383667459,0.07292902497561204,1.2345816561987213,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,282,tube,y,812809660747827135/288230376151711744,-2.2723433825110386,-2.092143570660732,-2.241829312937695,-2.0932795190445916,1.2130599923954029,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,283,endpoint,x,1631383929018688505/576460752303423488,-0.12061989489874372,0.03152308871470407,-0.08931463064164849,0.029737521053607864,1.2779524052861782,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,283,endpoint,y,1631383929018688505/576460752303423488,-2.2940853525259834,-2.135460055273076,-2.2636703562543583,-2.136482496103069,1.2471732527320079,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,283,tube,x,1631383929018688505/576460752303423488,-0.12062849471691194,0.05357167802814719,-0.08931468091296157,0.05177756082019586,1.234654511156733,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,283,tube,y,1631383929018688505/576460752303423488,-2.2941038353682544,-2.1137623582479557,-2.2636865063048477,-2.1147871318697296,1.2111634303667356,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,284,endpoint,x,409287134135430685/144115188075855872,-0.14355479825199677,0.009944894688487813,-0.11195361657772397,0.008150505920693685,1.2780551553715975,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,284,endpoint,y,409287134135430685/144115188075855872,-2.315701723632973,-2.1571003088643335,-2.2854259544581534,-2.1579997759866334,1.2446533096343864,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,284,tube,x,409287134135430685/144115188075855872,-0.14356428137834318,0.03221093505206877,-0.11195370899067911,0.030407155570883342,1.2347158537689256,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,284,tube,y,409287134135430685/144115188075855872,-2.315734496978127,-2.13543748023814,-2.285454811765087,-2.1363408633986607,1.2091224108487362,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,285,endpoint,x,1642913144064756975/576460752303423488,-0.1667019098412098,-0.011852981238203072,-0.13480661834118435,-0.013655345065762079,1.2781452841273657,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,285,endpoint,y,1642913144064756975/576460752303423488,-2.337167339934921,-2.1787400589252988,-2.3070623565862687,-2.179517673756419,1.2421316004287781,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,285,tube,x,1642913144064756975/576460752303423488,-0.1667123143074439,0.010629925694247344,-0.13480675546860119,0.008817294527871111,1.2347670185184663,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,285,tube,y,1642913144064756975/576460752303423488,-2.337215227769737,-2.1571377181446683,-2.307104694355054,-2.157920883041818,1.2070847905002657,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,286,endpoint,x,824338875793895605/288230376151711744,-0.19012755079801807,-0.03380242726085494,-0.15793901116950682,-0.03561323892977238,1.2779410313535293,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,286,endpoint,y,824338875793895605/288230376151711744,-2.358589862377188,-2.200215389852507,-2.3285499092846305,-2.2010118582499247,1.2417821288611663,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,286,tube,x,824338875793895605/288230376151711744,-0.19013892479744135,-0.011103500329893424,-0.1579391956398571,-0.012925501527883845,1.2346104660247093,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,286,tube,y,824338875793895605/288230376151711744,-2.35865371281247,-2.178700700875699,-2.3286065172171444,-2.179504411775884,1.2069112733466036,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,287,endpoint,x,1654442359110825445/576460752303423488,-0.21379129611965317,-0.05594150338731175,-0.18131215378758178,-0.05775984397529345,1.277594833897973,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,287,endpoint,y,1654442359110825445/576460752303423488,-2.379800331662415,-2.2216361748602624,-2.3498555598134887,-2.2224582243819673,1.2415028639839072,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,287,tube,x,1654442359110825445/576460752303423488,-0.2138036846502425,-0.03302769431409188,-0.18131238827727522,-0.03485818894296944,1.2343517028385078,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,287,tube,y,1654442359110825445/576460752303423488,-2.3798809946289605,-2.2002378983661957,-2.349927241764049,-2.2010689289038847,1.2068059405692686,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,288,endpoint,x,51881467707308115/18014398509481984,-0.23766153783505045,-0.0782988439992376,-0.20490271585119765,-0.08010804663158501,1.276999208639014,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,288,endpoint,y,51881467707308115/18014398509481984,-2.400761584373888,-2.242977216746608,-2.370943647203884,-2.243832368129389,1.2413089442268062,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,288,tube,x,51881467707308115/18014398509481984,-0.23767498236363663,-0.05517159837547148,-0.204903003075693,-0.05699395831190968,1.2338892748555734,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,288,tube,y,51881467707308115/18014398509481984,-2.4008599145399034,-2.2217257319644843,-2.37103121848108,-2.2225916422360856,1.2067818240047024,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,289,endpoint,x,1665971574156893915/576460752303423488,-0.2617355006554322,-0.1008736092259823,-0.22870115296686894,-0.10267154475429369,1.2763817464077387,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,289,endpoint,y,1665971574156893915/576460752303423488,-2.421429884952984,-2.2642165057898227,-2.391777670158205,-2.2651071262996707,1.2411202665928163,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,289,tube,x,1665971574156893915/576460752303423488,-0.26175004289456527,-0.07753469293435557,-0.22870149567054435,-0.07934682799812462,1.2334087232161373,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,289,tube,y,1665971574156893915/576460752303423488,-2.421546736665546,-2.243143834412264,-2.391881954453044,-2.2440470223398363,1.206770955302137,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,290,endpoint,x,835868090839964075/288230376151711744,-0.2860101163399839,-0.12366457810104114,-0.2527046498729197,-0.12544930030519452,1.2757462754250866,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,290,endpoint,y,835868090839964075/288230376151711744,-2.441762530339518,-2.285327691554956,-2.4123195628474896,-2.286253727459849,1.2408979665548519,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,290,tube,x,835868090839964075/288230376151711744,-0.28602579811186146,-0.10011609393954804,-0.25270505081764216,-0.10191609697085652,1.2329132832980156,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,290,tube,y,835868090839964075/288230376151711744,-2.4418987529626457,-2.264467514590689,-2.412441388769986,-2.2654079471962145,1.2067407011141333,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,291,endpoint,x,1677500789202962385/576460752303423488,-0.3104810541841889,-0.14667108491680592,-0.2769100018826923,-0.14843997976101286,1.2750832183420313,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,291,endpoint,y,1677500789202962385/576460752303423488,-2.4617174665019914,-2.306280457772455,-2.432529524458566,-2.307241838728619,1.2406407527119208,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,291,tube,x,1677500789202962385/576460752303423488,-0.31049791708244917,-0.12291548951046835,-0.27691046383503304,-0.12470078530059477,1.2323948738222927,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,291,tube,y,1677500789202962385/576460752303423488,-2.4618738995251706,-2.2856681251604023,-2.4326697216670654,-2.2866457419312467,1.206690672885052,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,292,endpoint,x,420816349181499155/144115188075855872,-0.33514409828853986,-0.16989160873082312,-0.30131359787439205,-0.1716419383481139,1.2743917226125117,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,292,endpoint,y,420816349181499155/144115188075855872,-2.4812509279521766,-2.327042880816843,-2.452366034431532,-2.3280395480496177,1.2403475045665424,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,292,tube,x,420816349181499155/144115188075855872,-0.3351621835721456,-0.14593172921774708,-0.30131412359144405,-0.14769961840159154,1.2318527740627632,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,292,tube,y,420816349181499155/144115188075855872,-2.4814283953489507,-2.3067154134898695,-2.452525429341809,-2.307730153209142,1.2066207304926349,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,293,endpoint,x,1689030004249030855/576460752303423488,-0.3599945880757575,-0.19332430013249297,-0.3259114037210034,-0.19505320356141004,1.2736709487062723,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,293,endpoint,y,1689030004249030855/576460752303423488,-2.5003174845049907,-2.3475814376284543,-2.47178587806072,-2.3486133532902187,1.240017180463898,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,293,tube,x,1689030004249030855/576460752303423488,-0.3600139364548092,-0.16916335087716683,-0.3259119959347672,-0.17091101047137194,1.2312862721941422,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,293,tube,y,1689030004249030855/576460752303423488,-2.5005167886259985,-2.3275775208887413,-2.471965289125238,-2.3286293296069958,1.2065309243996616,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,294,endpoint,x,847397305886032545/288230376151711744,-0.3850280373768358,-0.21696632918486072,-0.3506989460473445,-0.21867145865637053,1.2729296869393016,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,294,endpoint,y,847397305886032545/288230376151711744,-2.5188705973503005,-2.3678604611290597,-2.490744184432695,-2.3689281578835555,1.2396573792392123,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,294,tube,x,847397305886032545/288230376151711744,-0.38504868893165184,-0.1926079281814899,-0.3506996074476629,-0.19433304780749738,1.2307027870473795,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,294,tube,y,847397305886032545/288230376151711744,-2.5190925125003503,-2.3482204283179327,-2.490944416984443,-2.3493098076707306,1.206428887758261,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,295,endpoint,x,1700559219295099325/576460752303423488,-0.4102388159558571,-0.24081517195421712,-0.3756712964671213,-0.24249402609226767,1.2721663653622262,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,295,endpoint,y,1700559219295099325/576460752303423488,-2.536869097016627,-2.3878357459288417,-2.5091944766826506,-2.3889472747533724,1.2393914261342835,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,295,tube,x,1700559219295099325/576460752303423488,-0.41026080974138013,-0.21626335726345547,-0.3756720296831583,-0.21796347197099192,1.2301009868595023,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,295,tube,y,1700559219295099325/576460752303423488,-2.5371143647446277,-2.368601549489666,-2.509416317342668,-2.3697365053821797,1.2064221227805585,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,296,endpoint,x,213290478352266695/72057594037927936,-0.4356202935343668,-0.2648684351862972,-0.4008230564405863,-0.26651785099995356,1.2713718562721492,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,296,endpoint,y,213290478352266695/72057594037927936,-2.5542552506676417,-2.4074765706240497,-2.5270887362939023,-2.408632438454797,1.2390956219394569,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,296,tube,x,213290478352266695/72057594037927936,-0.43564366719824854,-0.24012768096373938,-0.4008238640208639,-0.24179966286099988,1.2294731544537718,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,296,tube,y,213290478352266695/72057594037927936,-2.55452456787313,-2.3886917485872616,-2.5273329469470287,-2.3898727229703702,1.2064058568246463,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,297,endpoint,x,1712088434341167795/576460752303423488,-0.4611658822500195,-0.28912278357006815,-0.4261483428956509,-0.2907394847653557,1.270545376834988,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,297,endpoint,y,1712088434341167795/576460752303423488,-2.5709775065062708,-2.4267430658797564,-2.544377585921498,-2.427943723047124,1.2387671169351804,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,297,tube,x,1712088434341167795/576460752303423488,-0.46119067186116564,-0.2641980153678378,-0.4261492272866762,-0.2658386217832462,1.2288186166766923,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,297,tube,y,1712088434341167795/576460752303423488,-2.5712715196146028,-2.408452689667958,-2.544644897271028,-2.4096800485941263,1.206379524319136,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,298,endpoint,x,858926520932101015/288230376151711744,-0.48686848009341993,-0.3135744673432734,-0.45164077695732624,-0.3151550666290387,1.2696861256268104,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,298,endpoint,y,858926520932101015/288230376151711744,-2.5869830262011737,-2.445593826783579,-2.5610106233968186,-2.4468393341253947,1.238395399752949,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,298,tube,x,858926520932101015/288230376151711744,-0.48689471984181326,-0.28847107689364687,-0.4516417404808674,-0.2900769524042643,1.2281366831867304,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,298,tube,y,858926520932101015/288230376151711744,-2.587302322959196,-2.427844437965327,-2.5613017281156254,-2.4291181373463573,1.2063364602661562,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,299,endpoint,x,1723617649387236265/576460752303423488,-0.5127204602954077,-0.3382193055079145,-0.4772934677071094,-0.3397603116469842,1.2687933570811594,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,299,endpoint,y,1723617649387236265/576460752303423488,-2.602217812159233,-2.4639859568411016,-2.576935682341294,-2.465276501760017,1.2379802054656164,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,299,tube,x,1723617649387236265/576460752303423488,-0.5127481821769205,-0.3129431647370449,-0.4772945125361999,-0.3145108479285369,1.2274267072279057,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,299,tube,y,1723617649387236265/576460752303423488,-2.6025629131252033,-2.446825489985224,-2.5772512278445547,-2.4481455903668468,1.2062790299677633,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,300,endpoint,x,432345564227567625/144115188075855872,-0.5387136623672223,-0.36305266925921176,-0.5030990018297323,-0.36455049443475895,1.2678663697706758,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,300,endpoint,y,432345564227567625/144115188075855872,-2.616626855364084,-2.481875121752648,-2.5920996082011345,-2.483210886548508,1.2375178215547162,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,300,tube,x,432345564227567625/144115188075855872,-0.5387428958549056,-0.3376101433837891,-0.5031001299635134,-0.33913607391323874,1.2266880761320351,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,300,tube,y,432345564227567625/144115188075855872,-2.6169982051540663,-2.465352812607651,-2.5924401890740527,-2.4667193463205748,1.2062072543036628,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,301,endpoint,x,1735146864433304735/576460752303423488,-0.5648393845759984,-0.3880694661957564,-0.5290559163956472,-0.38950653326696105,1.266719453838307,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,301,endpoint,y,1735146864433304735/576460752303423488,-2.6301543080298138,-2.4992156145240387,-2.606529488267886,-2.500515696340811,1.2351099901779283,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,301,tube,x,1735146864433304735/576460752303423488,-0.5648701562795564,-0.3624674257484661,-0.5290571296331864,-0.3639340512856897,1.2257688783220213,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,301,tube,y,1735146864433304735/576460752303423488,-2.630552266394034,-2.4833818928144504,-2.6068956383906445,-2.484713782872685,1.2045190585434449,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,302,endpoint,x,870455735978169485/288230376151711744,-0.5910889522511872,-0.41326355092661926,-0.5551443745589032,-0.41464896804785467,1.2657026001101592,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,302,endpoint,y,870455735978169485/288230376151711744,-2.642800369571431,-2.515903713613898,-2.6200867882094223,-2.5172274808115627,1.233691526491589,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,302,tube,x,870455735978169485/288230376151711744,-0.5911212856692716,-0.3875093824474528,-0.5551456744721581,-0.3889258330735176,1.2249554656564847,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,302,tube,y,870455735978169485/288230376151711744,-2.6432252331598636,-2.500810049056496,-2.6204789726309836,-2.5021664954210316,1.2037207525512619,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,303,endpoint,x,1746676079479373205/576460752303423488,-0.6174526082724429,-0.4386288165900881,-0.5813602758874532,-0.4399593152462053,1.2646575445555372,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,303,endpoint,y,1746676079479373205/576460752303423488,-2.654456286560848,-2.531942988559129,-2.6327220562266125,-2.5332918452239346,1.2321536559790602,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,303,tube,x,1746676079479373205/576460752303423488,-0.6174865234593977,-0.4127304319987557,-0.5813616637935825,-0.41409345793569824,1.2241184175467785,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,303,tube,y,1746676079479373205/576460752303423488,-2.6549084605730426,-2.5176415704824793,-2.6331406628487413,-2.51902399453735,1.2028645080664457,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,304,endpoint,x,109527542937650465/36028797018963968,-0.6439194224003829,-0.4641592708677378,-0.6076940438493325,-0.4654309392967273,1.2635753458211265,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,304,endpoint,y,109527542937650465/36028797018963968,-2.665062909442312,-2.547286105279273,-2.6443791596933703,-2.548659624749218,1.2304364436345812,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,304,tube,x,109527542937650465/36028797018963968,-0.6439549352891167,-0.4381251156088327,-0.6076955207825893,-0.4394308199932991,1.2232501452460598,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,304,tube,y,109527542937650465/36028797018963968,-2.665542575161849,-2.5338300095607456,-2.6448244908362857,-2.5352378636073127,1.2019036348832979,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,305,endpoint,x,1758205294525441675/576460752303423488,-0.6704784942573673,-0.4898478212267375,-0.6341355788294585,-0.4910475818825963,1.2623747406130064,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,305,endpoint,y,1758205294525441675/576460752303423488,-2.674563022939107,-2.5618828248826317,-2.6550074848072778,-2.563275720155427,1.2283661879189816,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,305,tube,x,1758205294525441675/576460752303423488,-0.6705156164888476,-0.46368688016839216,-0.6341371455129349,-0.4649221963722551,1.2222840675176094,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,305,tube,y,1758205294525441675/576460752303423488,-2.6750701459485065,-2.549325823277894,-2.655479748738456,-2.5507535776289094,1.2006962666388383,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,306,endpoint,x,881984951024237955/288230376151711744,-0.6971183760809633,-0.5156868446099906,-0.6606742078728892,-0.516810231543201,1.2611324676247808,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,306,endpoint,y,881984951024237955/288230376151711744,-2.6828996678921686,-2.5756820898783097,-2.6645517902593334,-2.577087802858316,1.2258482742419727,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,306,tube,x,881984951024237955/288230376151711744,-0.6971571146449155,-0.4894086462222544,-0.6606758646904141,-0.49056911490189226,1.221282921935407,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,306,tube,y,881984951024237955/288230376151711744,-2.683434085211833,-2.5640783635469,-2.665051092776962,-2.5655191913289404,1.199170516472686,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,307,endpoint,x,1769734509571510145/576460752303423488,-0.7238270794419013,-0.5416681773383933,-0.6872986702501438,-0.5427107312306573,1.2598485277458575,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,307,endpoint,y,1769734509571510145/576460752303423488,-2.690016425700819,-2.5886321820574882,-2.6729500912959456,-2.590050255857823,1.2229727973224416,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,307,tube,x,1769734509571510145/576460752303423488,-0.7238674363246204,-0.5152827957876663,-0.6873004172186696,-0.5163639595941232,1.2202466544328416,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,307,tube,y,1769734509571510145/576460752303423488,-2.6905778445479376,-2.5780361068316635,-2.6734764343302757,-2.5794892564447873,1.1974158629743314,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,308,endpoint,x,443874779273636095/144115188075855872,-0.7505920859380176,-0.5677831050993558,-0.7139971895766691,-0.5687403633875809,1.258522477977662,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,308,endpoint,y,443874779273636095/144115188075855872,-2.6958576875079534,-2.600680885986251,-2.680146689723704,-2.602111227273309,1.2196608892041019,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,308,tube,x,443874779273636095/144115188075855872,-0.7506340577824072,-0.5413011600895001,-0.7139990263195113,-0.5422985534792726,1.219174846930585,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,308,tube,y,443874779273636095/144115188075855872,-2.696445667549217,-2.5911468179667336,-2.6806999530808255,-2.5926118759379335,1.1953814068579667,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,309,endpoint,x,1781263724617578615/576460752303423488,-0.7774003557716546,-0.5940223605143248,-0.7407575415415947,-0.5948897850637306,1.2571523665352184,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,309,endpoint,y,1781263724617578615/576460752303423488,-2.7003690354306458,-2.611775637762064,-2.6860913132694093,-2.6132139632540223,1.2156506465983847,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,309,tube,x,1781263724617578615/576460752303423488,-0.7774439335517087,-0.5674550147136909,-0.7407594672629161,-0.5683640913218293,1.2180658424955553,REUSED_MATCHED_REFERENCE,0.01
